Date,Country,Total
2016-10-01,Cote d Ivoire,77.0
2016-10-01,Cote d Ivoire,155.0
2016-10-01,Cote d Ivoire,125.0
2016-10-01,Cote d Ivoire,126.0
2016-10-01,Cote d Ivoire,48.0
2016-10-01,Cote d Ivoire,28.0
2016-10-01,Cote d Ivoire,19.0
2016-10-01,Cote d Ivoire,208.0
2016-10-01,Cote d Ivoire,92.0
2016-10-01,Cote d Ivoire,106.0
2016-10-01,Cote d Ivoire,75.0
2016-10-01,Cote d Ivoire,60.0
2016-10-01,Cote d Ivoire,60.0
2016-10-01,Cote d Ivoire,48.0
2016-10-01,Cote d Ivoire,105.0
2016-10-01,Cote d Ivoire,39.0
2016-10-01,Cote d Ivoire,35.0
2016-10-01,Cote d Ivoire,49.0
2016-10-01,Cote d Ivoire,97.0
2016-10-01,Cote d Ivoire,70.0
2016-10-01,Cote d Ivoire,55.0
2016-10-01,Cote d Ivoire,60.0
2016-10-01,Cote d Ivoire,84.0
2016-10-01,Cote d Ivoire,145.0
2016-10-01,Cote d Ivoire,12.0
2016-10-01,Cote d Ivoire,70.0
2016-10-01,Cote d Ivoire,108.0
2016-10-01,Cote d Ivoire,126.0
2016-10-01,Cote d Ivoire,155.0
2016-10-01,Cote d Ivoire,83.0
2016-10-01,Cote d Ivoire,192.0
2016-10-01,Cote d Ivoire,86.0
2016-10-01,Brazil,0.0
2016-10-01,Brazil,3.0
2016-10-01,Brazil,0.0
2016-10-01,Brazil,3.0
2016-10-01,Brazil,3.0
2016-10-01,Brazil,7.0
2016-10-01,Brazil,5.0
2016-10-01,Brazil,10.0
2016-10-01,Brazil,0.0
2016-10-01,Brazil,1.0
2016-10-01,Brazil,12.0
2016-10-01,Brazil,14.0
2016-10-01,Brazil,0.0
2016-10-01,Brazil,6.0
2016-10-01,Cote d Ivoire,27.0
2016-10-01,Cote d Ivoire,28.0
2016-10-01,Cote d Ivoire,119.0
2016-10-01,Cote d Ivoire,120.0
2016-10-01,Cote d Ivoire,69.0
2016-10-01,Cote d Ivoire,64.0
2016-10-01,Cote d Ivoire,25.0
2016-10-01,Cote d Ivoire,65.0
2016-10-01,Cote d Ivoire,116.0
2016-10-01,Cote d Ivoire,152.0
2016-10-01,Cote d Ivoire,10.0
2016-10-01,Cote d Ivoire,26.0
2016-10-01,Cote d Ivoire,75.0
2016-10-01,Cote d Ivoire,102.0
2016-10-01,Cote d Ivoire,82.0
2016-10-01,Cote d Ivoire,27.0
2016-10-01,Cote d Ivoire,127.0
2016-10-01,Cote d Ivoire,59.0
2016-10-01,Cote d Ivoire,15.0
2016-10-01,Cote d Ivoire,78.0
2016-10-01,Cote d Ivoire,46.0
2016-10-01,Cote d Ivoire,11.0
2016-10-01,Cote d Ivoire,94.0
2016-10-01,Cote d Ivoire,112.0
2016-10-01,Cote d Ivoire,40.0
2016-10-01,Cote d Ivoire,133.0
2016-10-01,Cote d Ivoire,306.0
2016-10-01,Cote d Ivoire,48.0
2016-10-01,Cote d Ivoire,75.0
2016-10-01,Cote d Ivoire,392.0
2016-10-01,Cote d Ivoire,60.0
2016-10-01,Cote d Ivoire,38.0
2016-10-01,Cote d Ivoire,83.0
2016-10-01,Cote d Ivoire,51.0
2016-10-01,Cote d Ivoire,44.0
2016-10-01,Cote d Ivoire,61.0
2016-10-01,Cote d Ivoire,77.0
2016-10-01,Cote d Ivoire,58.0
2016-10-01,Cote d Ivoire,19.0
2016-10-01,Cote d Ivoire,53.0
2016-10-01,Cote d Ivoire,54.0
2016-10-01,Cote d Ivoire,108.0
2016-10-01,Cote d Ivoire,85.0
2016-10-01,Cote d Ivoire,85.0
2016-10-01,Cote d Ivoire,120.0
2016-10-01,Cote d Ivoire,11.0
2016-10-01,Cote d Ivoire,166.0
2016-10-01,Cote d Ivoire,64.0
2016-10-01,Cote d Ivoire,16.0
2016-10-01,Cote d Ivoire,103.0
2016-10-01,Cote d Ivoire,49.0
2016-10-01,Cote d Ivoire,154.0
2016-10-01,Cote d Ivoire,84.0
2016-10-01,Cote d Ivoire,29.0
2016-10-01,Ghana,125.0
2016-10-01,Ghana,35.0
2016-10-01,Ghana,71.0
2016-10-01,Ghana,146.0
2016-10-01,Ghana,60.0
2016-10-01,Ghana,22.0
2016-10-01,Ghana,56.0
2016-10-01,Ghana,102.0
2016-10-01,Ghana,64.0
2016-10-01,Ghana,77.0
2016-10-01,Ghana,173.0
2016-10-01,Ghana,13.0
2016-10-01,Ghana,67.0
2016-10-01,Ghana,137.0
2016-10-01,Ghana,119.0
2016-10-01,Ghana,101.0
2016-10-01,Ghana,30.0
2016-10-01,Ghana,95.0
2016-10-01,Ghana,44.0
2016-10-01,Ghana,101.0
2016-10-01,Ghana,31.0
2016-10-01,Ghana,72.0
2016-10-01,Ghana,127.0
2016-10-01,Ghana,4.0
2016-10-01,Ghana,99.0
2016-10-01,Ghana,43.0
2016-10-01,Ghana,22.0
2016-10-01,Ghana,43.0
2016-10-01,Ghana,256.0
2016-10-01,Ghana,65.0
2016-10-01,Ghana,86.0
2016-10-01,Ghana,87.0
2016-10-01,Ghana,144.0
2016-10-01,Ghana,63.0
2016-10-01,Ghana,44.0
2016-10-01,Ghana,20.0
2016-10-01,Ghana,220.0
2016-10-01,Ghana,225.0
2016-10-01,Ghana,67.0
2016-10-01,Ghana,77.0
2016-10-01,Ghana,7.0
2016-10-01,Ghana,16.0
2016-10-01,Ghana,60.0
2016-10-01,Ghana,59.0
2016-10-01,Ghana,71.0
2016-10-01,Ghana,1.0
2016-10-01,Ghana,16.0
2016-10-01,Ghana,16.0
2016-10-01,Ghana,194.0
2016-10-01,Ghana,35.0
2016-10-01,Ghana,103.0
2016-10-01,Ghana,119.0
2016-10-01,Ghana,54.0
2016-10-01,Ghana,105.0
2016-10-01,Ghana,51.0
2016-10-01,Ghana,90.0
2016-10-01,Ghana,70.0
2016-10-01,Ghana,3.0
2016-10-01,Ghana,81.0
2016-10-01,Cameroon,32.0
2016-10-01,Cameroon,87.0
2016-10-01,Cameroon,134.0
2016-10-01,Cameroon,174.0
2016-10-01,Cameroon,228.0
2016-10-01,Cameroon,129.0
2016-10-01,Cameroon,108.0
2016-10-01,Cameroon,113.0
2016-10-01,Cameroon,100.0
2016-10-01,Cameroon,147.0
2016-10-01,Cameroon,74.0
2016-10-01,Cameroon,44.0
2016-10-01,Cameroon,183.0
2016-10-01,Cameroon,288.0
2016-10-01,Cameroon,143.0
2016-10-01,Cameroon,22.0
2016-10-01,Cameroon,95.0
2016-10-01,Cameroon,64.0
2016-10-01,Cameroon,240.0
2016-10-01,Cameroon,178.0
2016-10-01,Cameroon,125.0
2016-10-01,Cameroon,135.0
2016-10-01,Cameroon,61.0
2016-10-01,Cameroon,128.0
2016-10-01,Cameroon,146.0
2016-10-01,Cameroon,144.0
2016-10-01,Cameroon,41.0
2016-10-01,Cameroon,204.0
2016-10-01,Cameroon,162.0
2016-10-01,Cameroon,232.0
2016-10-01,Cameroon,115.0
2016-10-01,Cameroon,174.0
2016-10-01,Cameroon,91.0
2016-10-01,Cameroon,121.0
2016-10-01,Cameroon,129.0
2016-10-01,Cameroon,66.0
2016-10-01,Cameroon,176.0
2016-10-01,Cameroon,137.0
2016-10-01,Cameroon,146.0
2016-10-01,Cameroon,144.0
2016-10-01,Cameroon,101.0
2016-10-01,Cameroon,51.0
2016-10-01,Cameroon,54.0
2016-10-01,Cameroon,232.0
2016-10-01,Cameroon,230.0
2016-10-01,Ghana,42.0
2016-10-01,Ghana,17.0
2016-10-01,Ghana,183.0
2016-10-01,Ghana,48.0
2016-10-01,Ghana,149.0
2016-10-01,Ghana,62.0
2016-10-01,Ghana,90.0
2016-10-01,Ghana,30.0
2016-10-01,Cameroon,26.0
2016-10-01,Cameroon,153.0
2016-10-01,Cameroon,51.0
2016-10-01,Cameroon,118.0
2016-10-01,Cameroon,137.0
2016-10-01,Cameroon,71.0
2016-10-01,Cameroon,168.0
2016-11-01,Cameroon,136.0
2016-11-01,Cameroon,48.0
2016-11-01,Cameroon,86.0
2016-11-01,Cameroon,109.0
2016-11-01,Cameroon,27.0
2016-11-01,Cameroon,103.0
2016-11-01,Cameroon,23.0
2016-11-01,Ghana,19.0
2016-11-01,Ghana,50.0
2016-11-01,Ghana,76.0
2016-11-01,Ghana,154.0
2016-11-01,Ghana,56.0
2016-11-01,Ghana,173.0
2016-11-01,Ghana,28.0
2016-11-01,Ghana,21.0
2016-11-01,Cameroon,148.0
2016-11-01,Cameroon,86.0
2016-11-01,Cameroon,26.0
2016-11-01,Cameroon,39.0
2016-11-01,Cameroon,114.0
2016-11-01,Cameroon,120.0
2016-11-01,Cameroon,144.0
2016-11-01,Cameroon,132.0
2016-11-01,Cameroon,48.0
2016-11-01,Cameroon,54.0
2016-11-01,Cameroon,55.0
2016-11-01,Cameroon,41.0
2016-11-01,Cameroon,55.0
2016-11-01,Cameroon,141.0
2016-11-01,Cameroon,74.0
2016-11-01,Cameroon,150.0
2016-11-01,Cameroon,122.0
2016-11-01,Cameroon,135.0
2016-11-01,Cameroon,34.0
2016-11-01,Cameroon,116.0
2016-11-01,Cameroon,81.0
2016-11-01,Cameroon,102.0
2016-11-01,Cameroon,76.0
2016-11-01,Cameroon,158.0
2016-11-01,Cameroon,138.0
2016-11-01,Cameroon,142.0
2016-11-01,Cameroon,159.0
2016-11-01,Cameroon,32.0
2016-11-01,Cameroon,70.0
2016-11-01,Cameroon,19.0
2016-11-01,Cameroon,34.0
2016-11-01,Cameroon,146.0
2016-11-01,Cameroon,46.0
2016-11-01,Cameroon,43.0
2016-11-01,Cameroon,13.0
2016-11-01,Cameroon,129.0
2016-11-01,Cameroon,65.0
2016-11-01,Cameroon,91.0
2016-11-01,Cameroon,65.0
2016-11-01,Cameroon,53.0
2016-11-01,Cameroon,166.0
2016-11-01,Cameroon,184.0
2016-11-01,Cameroon,149.0
2016-11-01,Cameroon,66.0
2016-11-01,Cameroon,25.0
2016-11-01,Ghana,82.0
2016-11-01,Ghana,1.0
2016-11-01,Ghana,39.0
2016-11-01,Ghana,50.0
2016-11-01,Ghana,76.0
2016-11-01,Ghana,42.0
2016-11-01,Ghana,86.0
2016-11-01,Ghana,19.0
2016-11-01,Ghana,147.0
2016-11-01,Ghana,11.0
2016-11-01,Ghana,19.0
2016-11-01,Ghana,2.0
2016-11-01,Ghana,14.0
2016-11-01,Ghana,124.0
2016-11-01,Ghana,47.0
2016-11-01,Ghana,51.0
2016-11-01,Ghana,34.0
2016-11-01,Ghana,4.0
2016-11-01,Ghana,44.0
2016-11-01,Ghana,82.0
2016-11-01,Ghana,113.0
2016-11-01,Ghana,156.0
2016-11-01,Ghana,9.0
2016-11-01,Ghana,48.0
2016-11-01,Ghana,75.0
2016-11-01,Ghana,29.0
2016-11-01,Ghana,63.0
2016-11-01,Ghana,27.0
2016-11-01,Ghana,154.0
2016-11-01,Ghana,39.0
2016-11-01,Ghana,19.0
2016-11-01,Ghana,29.0
2016-11-01,Ghana,101.0
2016-11-01,Ghana,4.0
2016-11-01,Ghana,81.0
2016-11-01,Ghana,60.0
2016-11-01,Ghana,30.0
2016-11-01,Ghana,94.0
2016-11-01,Ghana,35.0
2016-11-01,Ghana,129.0
2016-11-01,Ghana,36.0
2016-11-01,Ghana,50.0
2016-11-01,Ghana,68.0
2016-11-01,Ghana,68.0
2016-11-01,Ghana,140.0
2016-11-01,Ghana,32.0
2016-11-01,Ghana,109.0
2016-11-01,Ghana,54.0
2016-11-01,Ghana,96.0
2016-11-01,Ghana,122.0
2016-11-01,Ghana,80.0
2016-11-01,Ghana,51.0
2016-11-01,Ghana,112.0
2016-11-01,Ghana,132.0
2016-11-01,Ghana,70.0
2016-11-01,Ghana,35.0
2016-11-01,Ghana,113.0
2016-11-01,Cote d Ivoire,29.0
2016-11-01,Cote d Ivoire,79.0
2016-11-01,Cote d Ivoire,109.0
2016-11-01,Cote d Ivoire,58.0
2016-11-01,Cote d Ivoire,91.0
2016-11-01,Cote d Ivoire,24.0
2016-11-01,Cote d Ivoire,17.0
2016-11-01,Cote d Ivoire,203.0
2016-11-01,Cote d Ivoire,8.0
2016-11-01,Cote d Ivoire,88.0
2016-11-01,Cote d Ivoire,56.0
2016-11-01,Cote d Ivoire,67.0
2016-11-01,Cote d Ivoire,35.0
2016-11-01,Cote d Ivoire,52.0
2016-11-01,Cote d Ivoire,14.0
2016-11-01,Cote d Ivoire,152.0
2016-11-01,Cote d Ivoire,55.0
2016-11-01,Cote d Ivoire,74.0
2016-11-01,Cote d Ivoire,23.0
2016-11-01,Cote d Ivoire,4.0
2016-11-01,Cote d Ivoire,92.0
2016-11-01,Cote d Ivoire,39.0
2016-11-01,Cote d Ivoire,96.0
2016-11-01,Cote d Ivoire,215.0
2016-11-01,Cote d Ivoire,77.0
2016-11-01,Cote d Ivoire,46.0
2016-11-01,Cote d Ivoire,149.0
2016-11-01,Cote d Ivoire,138.0
2016-11-01,Cote d Ivoire,22.0
2016-11-01,Cote d Ivoire,106.0
2016-11-01,Cote d Ivoire,104.0
2016-11-01,Cote d Ivoire,18.0
2016-11-01,Cote d Ivoire,61.0
2016-11-01,Cote d Ivoire,80.0
2016-11-01,Cote d Ivoire,22.0
2016-11-01,Cote d Ivoire,38.0
2016-11-01,Cote d Ivoire,135.0
2016-11-01,Cote d Ivoire,13.0
2016-11-01,Cote d Ivoire,107.0
2016-11-01,Cote d Ivoire,92.0
2016-11-01,Cote d Ivoire,71.0
2016-11-01,Cote d Ivoire,8.0
2016-11-01,Cote d Ivoire,5.0
2016-11-01,Cote d Ivoire,181.0
2016-11-01,Cote d Ivoire,161.0
2016-11-01,Cote d Ivoire,77.0
2016-11-01,Cote d Ivoire,11.0
2016-11-01,Cote d Ivoire,122.0
2016-11-01,Cote d Ivoire,66.0
2016-11-01,Cote d Ivoire,115.0
2016-11-01,Cote d Ivoire,198.0
2016-11-01,Cote d Ivoire,25.0
2016-11-01,Cote d Ivoire,53.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,13.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,0.0
2016-11-01,Cote d Ivoire,79.0
2016-11-01,Cote d Ivoire,175.0
2016-11-01,Cote d Ivoire,83.0
2016-11-01,Cote d Ivoire,119.0
2016-11-01,Cote d Ivoire,123.0
2016-11-01,Cote d Ivoire,113.0
2016-11-01,Cote d Ivoire,83.0
2016-11-01,Cote d Ivoire,14.0
2016-11-01,Cote d Ivoire,158.0
2016-11-01,Cote d Ivoire,101.0
2016-11-01,Cote d Ivoire,72.0
2016-11-01,Cote d Ivoire,24.0
2016-11-01,Cote d Ivoire,51.0
2016-11-01,Cote d Ivoire,80.0
2016-11-01,Cote d Ivoire,63.0
2016-11-01,Cote d Ivoire,93.0
2016-11-01,Cote d Ivoire,24.0
2016-11-01,Cote d Ivoire,41.0
2016-11-01,Cote d Ivoire,135.0
2016-11-01,Cote d Ivoire,44.0
2016-11-01,Cote d Ivoire,50.0
2016-11-01,Cote d Ivoire,41.0
2016-11-01,Cote d Ivoire,30.0
2016-11-01,Cote d Ivoire,75.0
2016-11-01,Cote d Ivoire,85.0
2016-11-01,Cote d Ivoire,141.0
2016-11-01,Cote d Ivoire,11.0
2016-11-01,Cote d Ivoire,32.0
2016-11-01,Cote d Ivoire,49.0
2016-11-01,Cote d Ivoire,118.0
2016-11-01,Cote d Ivoire,61.0
2016-11-01,Cote d Ivoire,81.0
2016-11-01,Cote d Ivoire,53.0
2016-11-01,Cote d Ivoire,20.0
2016-11-01,Cote d Ivoire,36.0
2016-11-01,Cote d Ivoire,39.0
2016-11-01,Cote d Ivoire,183.0
2016-11-01,Cote d Ivoire,44.0
2016-11-01,Cote d Ivoire,204.0
2016-11-01,Cote d Ivoire,115.0
2016-11-01,Cote d Ivoire,41.0
2016-11-01,Cote d Ivoire,63.0
2016-11-01,Cote d Ivoire,76.0
2016-11-01,Cote d Ivoire,23.0
2016-11-01,Cote d Ivoire,34.0
2016-11-01,Cote d Ivoire,45.0
2016-11-01,Cote d Ivoire,30.0
2016-11-01,Cote d Ivoire,153.0
2016-11-01,Cote d Ivoire,82.0
2016-11-01,Cote d Ivoire,33.0
2016-11-01,Cote d Ivoire,70.0
2016-11-01,Cameroon,82.0
2016-11-01,Cameroon,80.0
2016-11-01,Cameroon,9.0
2016-11-01,Cameroon,27.0
2016-11-01,Cameroon,104.0
2016-11-01,Cameroon,28.0
2016-11-01,Cameroon,20.0
2016-11-01,Cameroon,77.0
2016-11-01,Cameroon,92.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,10.0
2016-11-01,Brazil,16.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,11.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,16.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,14.0
2016-11-01,Brazil,13.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,25.0
2016-11-01,Brazil,37.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,25.0
2016-11-01,Brazil,47.0
2016-11-01,Brazil,22.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,17.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,10.0
2016-11-01,Brazil,14.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,29.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,10.0
2016-11-01,Brazil,11.0
2016-11-01,Brazil,23.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,15.0
2016-11-01,Brazil,57.0
2016-11-01,Brazil,55.0
2016-11-01,Brazil,23.0
2016-11-01,Brazil,37.0
2016-11-01,Brazil,28.0
2016-11-01,Brazil,33.0
2016-11-01,Brazil,42.0
2016-11-01,Brazil,23.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,17.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,17.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,18.0
2016-11-01,Brazil,10.0
2016-11-01,Brazil,14.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,19.0
2016-11-01,Brazil,14.0
2016-11-01,Brazil,18.0
2016-11-01,Brazil,29.0
2016-11-01,Brazil,20.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,14.0
2016-11-01,Brazil,44.0
2016-11-01,Brazil,17.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,13.0
2016-11-01,Brazil,27.0
2016-11-01,Brazil,25.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,22.0
2016-11-01,Brazil,23.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,10.0
2016-11-01,Brazil,58.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,11.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,18.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,35.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,15.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,15.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,19.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,16.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,21.0
2016-11-01,Brazil,55.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,30.0
2016-11-01,Brazil,30.0
2016-11-01,Brazil,13.0
2016-11-01,Brazil,23.0
2016-11-01,Brazil,11.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,41.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,21.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,23.0
2016-11-01,Brazil,74.0
2016-11-01,Brazil,18.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,53.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,33.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,16.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,28.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,18.0
2016-11-01,Brazil,14.0
2016-11-01,Brazil,16.0
2016-11-01,Brazil,19.0
2016-11-01,Brazil,10.0
2016-11-01,Brazil,57.0
2016-11-01,Brazil,21.0
2016-11-01,Brazil,18.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,10.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,15.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,10.0
2016-11-01,Brazil,19.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,10.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,13.0
2016-11-01,Brazil,26.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,16.0
2016-11-01,Brazil,14.0
2016-11-01,Brazil,12.0
2016-11-01,Brazil,18.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,10.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,21.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,10.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,14.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,19.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,20.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,16.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,30.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,3.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,13.0
2016-11-01,Brazil,29.0
2016-11-01,Brazil,64.0
2016-11-01,Brazil,8.0
2016-11-01,Brazil,13.0
2016-11-01,Brazil,11.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,20.0
2016-11-01,Brazil,13.0
2016-11-01,Brazil,9.0
2016-11-01,Brazil,13.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,88.0
2016-11-01,Brazil,20.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,5.0
2016-11-01,Brazil,7.0
2016-11-01,Brazil,11.0
2016-11-01,Brazil,23.0
2016-11-01,Brazil,12.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,17.0
2016-11-01,Brazil,30.0
2016-11-01,Brazil,24.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,4.0
2016-11-01,Brazil,1.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,2.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,0.0
2016-11-01,Brazil,83.0
2016-11-01,Brazil,16.0
2016-11-01,Brazil,6.0
2016-11-01,Brazil,8.0
